"Nome Universo";"Data Atualização Dados";"UF";"Localidade";"UO (Cod)";"UO";"Funcional";"Ação + Subtítulo";"Esfera (Cod)";"GND (Cod)";"Mod. Aplic.(Cod)";"Emenda";"Autor";"Autor (UF)";"Partido";"PL";"Acréscimos Autógrafo";"Parecer Emendas";"Dotação Inicial";"Autorizado";"Empenhado";"Liquidado";"Pago";"RP Não-Proc Pago";"RP Proc Pago";"RP Não-Proc Inscrito";"RP Proc Inscrito";"UO (Cod/Desc)";"Autor (Tipo)"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"35570016";"GERALDO SIMÕES";"BA";"PT";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"35640017";"NELSON PELLEGRINO";"BA";"PT";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"35640025";"NELSON PELLEGRINO";"BA";"PT";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"35680007";"PAULO MAGALHÃES";"BA";"PSD";"0";"950000";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"35680008";"PAULO MAGALHÃES";"BA";"PSD";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"35680009";"PAULO MAGALHÃES";"BA";"PSD";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81000596";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81000844";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001293";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001412";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001632";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001635";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001667";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001668";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001721";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001820";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81001954";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81002089";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"500000";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"50";"81002091";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"500000";"102435300";"10311880";"10311880";"2391084.73";"0";"0";"4370406";"0";"6137196";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"12700007";"JOÃO CARLOS BACELAR";"BA";"PR";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"12700008";"JOÃO CARLOS BACELAR";"BA";"PR";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"13390014";"DANIEL ALMEIDA";"BA";"PCdoB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"13390015";"DANIEL ALMEIDA";"BA";"PCdoB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"13550006";"JOSÉ CARLOS ARAÚJO";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"13550007";"JOSÉ CARLOS ARAÚJO";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"13620007";"JOSIAS GOMES";"BA";"PT";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"17220004";"MARCOS MEDRADO";"BA";"SD";"0";"2081150";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"24700007";"ROBERTO BRITTO";"BA";"PP";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"24700008";"ROBERTO BRITTO";"BA";"PP";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"24700012";"ROBERTO BRITTO";"BA";"PP";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"24710005";"SÉRGIO BRITO";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"26010011";"MÁRCIO MARINHO";"BA";"PRB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"26010012";"MÁRCIO MARINHO";"BA";"PRB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"26010013";"MÁRCIO MARINHO";"BA";"PRB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"26270006";"EMILIANO JOSÉ";"BA";"PT";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"26270015";"EMILIANO JOSÉ";"BA";"PT";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27380018";"ANTONIO IMBASSAHY";"BA";"PSDB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27380022";"ANTONIO IMBASSAHY";"BA";"PSDB";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27390003";"ARTHUR OLIVEIRA MAIA";"BA";"SD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27390009";"ARTHUR OLIVEIRA MAIA";"BA";"SD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27410003";"ERIVELTON SANTANA";"BA";"PSC";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27410004";"ERIVELTON SANTANA";"BA";"PSC";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27410005";"ERIVELTON SANTANA";"BA";"PSC";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27410018";"ERIVELTON SANTANA";"BA";"PSC";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27420006";"FÉLIX MENDONÇA JÚNIOR";"BA";"PDT";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27430006";"FERNANDO TORRES";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27430007";"FERNANDO TORRES";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27430008";"FERNANDO TORRES";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.0029";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO ESTADO DA BAHIA";"S";"4";"90";"27450009";"JOSÉ NUNES";"BA";"PSD";"0";"";"8324600";"100000";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
